subject,predicate,object
Pyrethrins,has_brand,THE PRIME
Pyrethrins,has_brand,YATES
Pyrethrins,has_brand,Cosway
Pyrethrins,has_brand,Trelife Wellness
Rosemary Oil,has_brand,eelhoe
Rosemary Oil,has_brand,Rondaful
Rosemary Oil,has_brand,MIELLE
Rosemary Oil,has_brand,Mamaearth
Rosemary Oil,has_brand,Mijep
Rosemary Oil,has_brand,Green Herbology
Rosemary Oil,has_brand,Spamoni
Rosemary Oil,has_brand,Flora
Rosemary Oil,has_brand,FUTURE FOOD
Rosemary Oil,has_brand,Now Foods
Rosemary Oil,has_brand,Dermalab
Rosemary Oil,has_brand,Claire Organics
Rosemary Oil,has_brand,Watsons
Rosemary Oil,has_brand,rorec
Rosemary Oil,has_brand,Wow Skin Science
Silicon Dioxide,has_brand,AGROSTAR
Silicon Dioxide,has_brand,Pest Control In a Box
Silicon Dioxide,has_brand,Pest Exchange
Silicon Dioxide,has_brand,Take It Global
Silicon Dioxide,has_brand,SAVETRONICS
S-Kinoprene,has_brand,not sold here
Sodium Borate,has_brand,IN-SCENT
Sodium Borate,has_brand,Take It Global
Sodium Borate,has_brand,China OEM
Sodium Tetraborate Decahydrate,has_brand,My2Vis
Sophora Flavescens Plant Extract,has_brand,Pherotools pest control
Soybean oil,has_brand,Soya Lite
Soybean oil,has_brand,Now Foods
Soybean oil,has_brand,Bumble Bee
Soybean oil,has_brand,Knife
Soybean oil,has_brand,Green Herbology
Spinosad,has_brand,Sangobion
Spinosad,has_brand,TOCOVID
Spinosad,has_brand,Hovid
Spinosad,has_brand,Senokot
Spinosad,has_brand,Sandoz
Spinosad,has_brand,Panadol
Spinosad,has_brand,Dyna
Spinosad,has_brand,R Pharmacy
Spinosad,has_brand,ALUCID
Spinosad,has_brand,YSP Industries Sdn Bhd
Spinosad,has_brand,SMECTA
Spinosad,has_brand,HTM PHARMACY
Spinosad,has_brand,HOMECARE.PH
Spinosad,has_brand,PROSPAN
Spinosad,has_brand,Steriline
Spinosad,has_brand,VETPLUS
Spinosad,has_brand,Sunway
Spinosad,has_brand,Bayer
Spinosad,has_brand,SEOBIO
Spinosad,has_brand,Eiko
Spinosad,has_brand,Parodontax
Steinernema carpocapsae,has_brand,not sold here
Steinernema feltiae,has_brand,not sold here
Steinernema kraussei,has_brand,not sold here
Sulfur,has_brand,JF
Sulfur,has_brand,HTM PHARMACY
Sulfur,has_brand,NIXODERM
Sulfur,has_brand,Sunway
Sulfur,has_brand,Mytools
Sulfur,has_brand,RENEQ
Sulfur,has_brand,Sea to Summit
Thyme oil,has_brand,Green Herbology
Thyme oil,has_brand,BF1 Soul
Thyme oil,has_brand,Plant Therapy
Thyme oil,has_brand,FUTURE FOOD
Thyme oil,has_brand,PHATOIL
Thyme oil,has_brand,Oshadhi
